year,region,site,rep,microsite,D1,D2,H,S.barbatus,B.rubens,E.cicutarium,B.hordeaceus,P.secunda,D.kelloggii,P.ovata,C.barbigera,L.gracilis,C.exserta,A.wrangelianus,D.capitatum,Pectocarya spp.,E.penduliflora,A.tessellata,A.adscensionis,C.fremontii,E.minutiflora,P.membranaceum,L.lasiocarpa,M.glabrata,R.neomexicana,E.eremicum,C.rigida,P.crenulata,E.wallacei,C.brevipes,C.claviformis,Erinoginum spp.,M.bellioides,E.exilis,C.lasiophyllus,L.setosissima,A.tuberosa,B.nigria,N.demissum,A.lentiginosus,A.grandiflora,H.vulgare,C.intermedia
2015,Panoche,1.3,2,shrub,2.9,3.17,1.51,,135,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,3,shrub,3.22,2.38,1.84,,260,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,4,shrub,1.65,1.77,1.37,,115,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,5,shrub,3.34,2.35,1.48,,180,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,6,shrub,3.02,3.23,1.74,,190,64,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,7,shrub,3.99,4.08,1.6,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,8,shrub,2.42,2.47,1.4,,180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,9,shrub,3.41,3.17,1.55,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,10,shrub,3.43,2.73,1.83,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,11,shrub,4.21,4.39,1.71,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,12,shrub,5.76,5.43,2.16,,212,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,13,shrub,2.07,3.2,0.76,,66,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,14,shrub,2.55,2.27,0.98,,190,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.3,15,shrub,1.65,1.16,0.62,,104,14,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,1,shrub,2.38,3.28,1.25,,20,8,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,2,shrub,2.76,2.7,1.26,66,72,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,3,shrub,2.44,1.98,1.02,15,92,22,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,4,shrub,2.59,2.76,1.43,110,8,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,5,shrub,2.7,3.2,1.14,40,52,8,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,6,shrub,2.74,3,1.1,30,56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,7,shrub,1.39,1.4,0.82,30,70,10,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,8,shrub,2.01,1.94,1.16,96,38,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,9,shrub,1.86,2,1.34,15,64,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,10,shrub,2.04,1.97,0.98,44,12,42,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,11,shrub,2.39,2.8,1.04,10,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,12,shrub,1.33,2.33,0.94,6,58,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,13,shrub,2.41,2.33,0.64,3,110,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,14,shrub,2.64,2.85,1.34,,184,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.2,15,shrub,2.68,2.33,1.16,15,112,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,1,shrub,2.1,2.1,1.2,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,2,shrub,1.9,1.7,1.3,,142,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,3,shrub,2.23,2.4,1.12,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,4,shrub,2.63,2.9,1.07,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,5,shrub,0.96,1.07,0.81,84,160,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,6,shrub,3.25,2.2,1.3,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,7,shrub,3.05,2.5,0.9,118,144,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,8,shrub,2.95,1.6,1.1,,208,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,9,shrub,2.45,2.3,1.15,,190,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,10,shrub,2.3,2.5,1.3,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,11,shrub,1.6,1.45,1.3,,200,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,12,shrub,1.8,1.4,0.9,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,13,shrub,1.9,2,1.05,,124,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,14,shrub,1.85,2.05,1.1,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Panoche,1.1,15,shrub,2.8,2.75,1.2,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
